5.158653216968056565e-01 9.074825847771642584e-01 1.940775829268774011e+00
7.963728538738340523e-01 2.658687444374777109e-01 1.847114663148905045e+00
8.440404187731450625e-01 9.325671156391573957e-02 1.766599824212300440e+00
5.780822138113582698e-01 7.025056716629918263e-01 1.682794182882822120e+00
1.404649391117719359e-01 5.462852695738218411e-01 1.424499312632667936e+00
1.564880200215705841e-01 1.089817691394747434e-01 1.403082247916354053e+00
3.589417233337894864e-01 7.193555581006785271e-01 1.157073239880531901e+00
9.061127933593360329e-01 1.476275438728962865e-02 1.287531852813475153e+00
6.402906003185209194e-01 7.656306564640680268e-01 1.177516603316106414e+00
2.127327704355909399e-01 1.285875819840819057e-02 6.615095104683969829e-02
4.574230489408232514e-01 7.654416437805695583e-01 4.831533642735814232e-02
