1.254691396175824647e-01 5.460425793596719313e-01 1.634505077887282720e+00
8.594708031043293284e-01 7.343517767535476803e-01 1.950020463590252051e+00
7.814358928204495625e-01 2.338516590014459162e-01 1.992669722573473301e+00
1.567126244677611857e-01 1.405229181887243661e-01 1.785138924875903976e+00
9.375566309024665479e-01 8.124928788460984430e-01 1.756695454174681315e+00
0.000000000000000000e+00 7.654227449273905970e-01 1.967874942582240161e+00
2.511225132501939683e-01 3.276874625586108647e-01 1.321585610411793343e+00
3.746542263580558974e-01 1.397494628597741317e-01 1.056480889535505341e+00
3.079801301785518516e-02 6.874029045188123632e-01 1.106892195158939440e+00
1.721156432135514391e-01 5.314023559012055475e-01 1.597133271640952312e+00
9.652810220230388927e-01 4.507358784153414066e-01 4.616404644267861623e-02
7.974643112595560801e-01 1.000000000000000000e+00 6.104738880625663194e-02
