9.530847853716460927e-01 8.222890088958415555e-01 3.008680129611428722e+00
5.210894054193538905e-01 5.787872895379966298e-01 1.958626648071681631e+00
6.370233807296402651e-01 7.619329588702984379e-01 2.437374287434308506e+00
6.874999644748114314e-01 9.531025348532817798e-01 1.850897561319092555e+00
5.772514896565749121e-01 5.155145073732657623e-01 1.265585467957889287e+00
7.966665171838870352e-01 9.064542292966156767e-01 1.304631280768015600e+00
3.904772026768663085e-01 5.938957575230682240e-01 1.076185343076413004e+00
1.544631503174363069e-02 5.157473468206784650e-01 1.104597318914015469e+00
9.529759831071310527e-01 7.677612987650256349e-01 1.987409873210900679e+00
5.158379245436093274e-01 6.254313401287493468e-01 1.814186548937180676e+00
5.539435874274203364e-01 5.782018728273654595e-01 8.693031514225807443e-01
6.157285548499801253e-01 7.399041614024863822e-01 4.157703787454698485e-01
