8.441061280671738887e-01 4.377841175486325009e-01 1.917057119087364647e+00
0.000000000000000000e+00 2.241413389196816042e-01 1.694157182746155899e+00
4.691699416195690975e-01 4.369222281458198798e-01 1.377777544339194193e+00
1.097572191050078666e-01 7.185836404972617553e-01 1.601723265894715142e+00
4.056794813764229568e-01 8.589817526540177717e-01 1.585835546136531438e+00
3.754574305283610025e-01 1.879298983993463457e-01 1.463625390912165702e+00
9.221917444555900456e-01 1.407935808214290929e-01 1.376138886455543719e+00
4.723913549570447207e-02 3.909834204911399325e-01 1.361906096199209548e+00
4.535302205656354668e-01 6.089102553518652705e-01 1.051565254549905015e+00
4.996987496612100288e-01 0.000000000000000000e+00 1.331953682744278389e+00
9.840329681415299623e-01 4.843142583207790119e-01 1.028285580905605956e+00
4.993647656294363801e-01 5.152306446242147508e-01 1.302769227645653283e+00
1.311434298851911094e-03 1.940599832991275475e-01 7.876025472222706325e-01
5.901655362987134890e-02 8.404839157605777933e-01 3.610811037898604969e-02
