9.533176461521134515e-01 3.592907960885858287e-01 1.958907775819597186e+00
4.840819902620305260e-01 8.278288268317095522e-01 1.828282312179897895e+00
6.295287079162316390e-02 6.259561571169447447e-01 1.131062288097431257e+00
3.753399635413792179e-01 6.877866760209978558e-01 1.757274402796779045e+00
2.029941527791415401e-01 2.658634471204934235e-01 1.167935083617027248e+00
1.253960015743542100e-01 6.879232240965784673e-01 1.683293571633297736e+00
2.343929863792706680e-01 4.844777724768090654e-01 1.693467720638001328e+00
9.062975238518076182e-01 7.663074697666061308e-01 1.100669757014890004e+00
4.682335533747569167e-01 9.056748437840979049e-01 1.219906510611365347e+00
3.205910978528886401e-02 7.013025300942641316e-01 9.755623615525479408e-01
1.882045751892967023e-01 3.288658110567246329e-01 1.157092700355254911e+00
9.693421071751485707e-01 4.056702563035324838e-01 1.175911044347549561e+00
2.931627553323285992e-02 5.941196711045145795e-01 9.805409325912494145e-01
7.890901441667055871e-02 5.668605664980332914e-01 8.408910137902908533e-02
5.081998206727802447e-01 3.072451081552618479e-01 4.102074993823687926e-02
