1.951546979565389750e-01 1.801756812310134903e-01 3.124277425993947421e+00
2.833309471687667225e-01 2.172532204829464020e-01 2.053447668167440732e+00
8.156088430859724792e-01 2.505884710298644791e-01 1.847164372856770820e+00
9.387314408478357741e-01 4.976872352439515312e-01 1.641351699450906976e+00
6.348892915268668224e-02 9.515921431671373609e-01 1.635412519267073206e+00
4.414031822266686889e-01 5.746616057482416551e-01 1.619120441456954884e+00
1.493079895621151135e-02 7.792955370882665989e-01 1.456083388427134917e+00
7.819084790582836453e-01 0.000000000000000000e+00 1.717038810045616426e+00
6.228536674492205494e-01 1.379931977693486800e-01 1.150280574113767829e+00
2.202486944558630921e-01 6.085151508258135333e-01 1.053770732280758793e+00
0.000000000000000000e+00 3.909016402807332646e-01 1.331928430769451444e+00
9.919556880177034242e-02 6.360080616008522147e-01 2.287092609421598755e-01
5.040303144462388030e-01 1.646397140063733666e-01 2.277799765688914846e-01
