3.898682579565826423e-01 9.096636626634648781e-01 1.898431354290887052e+00
1.578546597610985536e-01 2.328705147518899954e-01 1.715367685217058513e+00
3.913040861378492830e-01 5.743991813148844328e-01 1.682548528753370798e+00
5.633035376667934191e-01 6.264645417619372214e-01 1.681047651507180163e+00
3.880177257886096021e-01 9.855388630177260856e-01 1.648054482990346070e+00
1.414369658511110406e-01 3.188010648509143757e-02 1.293076163414726754e+00
5.748650373776124090e-01 1.554968117428696082e-02 1.504467675804868732e+00
8.755323983806948540e-01 8.548581027376831454e-01 1.240521429928390207e+00
5.966566476773772498e-01 1.971380923032173549e-01 1.158748235955182171e+00
4.249107258021933564e-02 4.868519826027491171e-02 9.997759202888992780e-01
4.211720618768173829e-01 8.474860208004268980e-01 1.655573264055592020e+00
4.990496188852174692e-02 9.259795389603941995e-01 2.991519272769922466e-01
1.000000000000000000e+00 1.818200943884474285e-01 3.850028070679787917e-01
2.737014118514856098e-01 5.868940380435678783e-01 2.464858790661404453e-01
7.926368774434525699e-01 8.735489660283619617e-01 2.744176481408985846e-01
