1.074171745684942281e-01 1.093988723500984583e-01 1.886800106837220659e+00
5.911815270995444127e-01 6.426253275592789249e-01 1.899201632908608550e+00
4.335104735526606468e-01 4.465804617564796408e-01 1.450520248319630667e+00
1.550628234892762192e-01 8.231465695804365268e-01 1.628895120426196774e+00
1.076075193709850192e-01 2.340094680322839793e-01 1.603207767272985418e+00
4.973993591936731185e-01 5.118143993727110042e-01 1.366795028605078954e+00
6.229848809362703577e-01 0.000000000000000000e+00 1.876129468227915487e+00
3.556091154566900503e-01 4.628033706124735913e-02 1.270778377337254739e+00
3.857827799564450544e-01 2.815377954991369336e-01 1.117679072013436414e+00
3.262440408242494455e-02 7.349724807284873686e-03 1.205928955401282421e+00
9.516631721812370825e-01 7.388277669421778882e-01 9.485490150258316655e-01
3.745877537313489491e-01 4.021309731137978627e-01 1.068600447285406707e+00
9.493357392179659904e-01 4.942355887802755698e-01 3.164752607511840954e-01
7.661699273584152703e-01 3.550139292708916483e-01 2.402778464797607760e-01
6.208150190308150407e-01 1.646031406526533014e-01 2.380869594420446378e-01
